Company,Stand Info,Country,Description,Keywords,combined_text,competitor
KIKAZI AGRI PRODUCTS LTD,"Stand No- 8P-10, Hall 8",Uganda,Kikazi Products ltd specializes in production of high quality millet flour under brand name kikazi millet flour original in uganda,"Digital Finance, Consumer Tech, Smart Home & Smart Workplace, Blockchain, AgriTech & FoodTech, 3D Printing & Printing Services, Research & Development, New Food Systems, Research & Development, Electronic Equipment & Instruments (Barcode Readers, POS Machines, Etc), Industrial 3D Printing","KIKAZI AGRI PRODUCTS LTD Digital Finance, Consumer Tech, Smart Home & Smart Workplace, Blockchain, AgriTech & FoodTech, 3D Printing & Printing Services, Research & Development, New Food Systems, Research & Development, Electronic Equipment & Instruments (Barcode Readers, POS Machines, Etc), Industrial 3D Printing Kikazi Products ltd specializes in production of high quality millet flour under brand name kikazi millet flour original in uganda",1
KIVUGREEN CORPORATION (1),"Stand No- 8M-51, Hall 8","Congo, Democratic Republic Of The",KivuGreen corporation is a company that implements digital solutions in the agricultural sector,,KIVUGREEN CORPORATION (1)  KivuGreen corporation is a company that implements digital solutions in the agricultural sector,3
KIWI COLLECTE,"Stand No- 21F-18, Hall 21",Morocco,"Kiwi Collecte is a crowdfunding platform that allows project holders to raise funds by creating exciting campaigns and mobilizing communities. These projects can be early stage start ups, emercency or solidarity causes, cultural e ...",,KIWI COLLECTE  Kiwi Collecte is a crowdfunding platform that allows project holders to raise funds by creating exciting campaigns and mobilizing communities. These projects can be early stage start ups  emercency or solidarity causes  cultural e ...,2
KIWONTECH,"Stand No- 21B-55, Hall 21","Korea, Republic Of","KIWONTECH is a global leader in email security standards, pioneering the establishment of worldwide email security within the UN specialized agency ITU in 2023. Originating as South Korea's email security firm in 2019, KIWONTECH h ...","Software Services, Internet of Things (IOT), Cyber security, Cloud Services, Artificial Intelligence, Machine Learning, Pattern Recognition, Cybersecurity, Software as a Service - SaaS, Anti-spam, Anti-Malware & Anti-Virus & Email Security","KIWONTECH Software Services, Internet of Things (IOT), Cyber security, Cloud Services, Artificial Intelligence, Machine Learning, Pattern Recognition, Cybersecurity, Software as a Service - SaaS, Anti-spam, Anti-Malware & Anti-Virus & Email Security KIWONTECH is a global leader in email security standards  pioneering the establishment of worldwide email security within the UN specialized agency ITU in 2023. Originating as South Korea's email security firm in 2019  KIWONTECH h ...",8
KODAK,"Stand No- 6A-9, Hall 6",United Kingdom,"Established in 1983 and based in the UK, DCI is a global leader in the production and supply of ink and toner cartridges In 2016, DCI was awarded the license to produce KODAK replacement ink and toner cartridges for use in HP, Br ...",,KODAK  Established in 1983 and based in the UK  DCI is a global leader in the production and supply of ink and toner cartridges In 2016  DCI was awarded the license to produce KODAK replacement ink and toner cartridges for use in HP  Br ...,1
KODEHASH TECHNOLOGIES,"Stand No- 2A-7, Hall 2",India,"Kodehash is at the vanguard of digital innovation, renowned as a premier Mobile App Development Company. We're committed to designing custom mobile apps that not only empower businesses but also engage and intrigue users. Boasting ...","Software Services, Gaming, Education Tech, Cloud Services, Coding and Development, Analytics, Applications including Development, Deployment & Design, Cloud Management Platform, Cost Management & Optimisation, DevOps","KODEHASH TECHNOLOGIES Software Services, Gaming, Education Tech, Cloud Services, Coding and Development, Analytics, Applications including Development, Deployment & Design, Cloud Management Platform, Cost Management & Optimisation, DevOps Kodehash is at the vanguard of digital innovation  renowned as a premier Mobile App Development Company. We're committed to designing custom mobile apps that not only empower businesses but also engage and intrigue users. Boasting ...",8
KODING SCHOOLS,"Stand No- 13B-30, Hall 13",Morocco,"Schools are facing increasing pressure from both the market and parents to incorporate Computer Science and Digital Literacy into their curriculum. Typical (Average) schools often struggle due to shortage of teachers, lack of trai ...","Education Tech, Content development and design, EdTech & Smart Classroom Solution, Educational Support & Other Service, Game Based Learning Programs & Simulations, STEAM Education & Robotics","KODING SCHOOLS Education Tech, Content development and design, EdTech & Smart Classroom Solution, Educational Support & Other Service, Game Based Learning Programs & Simulations, STEAM Education & Robotics Schools are facing increasing pressure from both the market and parents to incorporate Computer Science and Digital Literacy into their curriculum. Typical (Average) schools often struggle due to shortage of teachers  lack of trai ...",6
KONNECT NETWORKS,"Stand No- 21D-09, Hall 21",France,"Konnect is a mobile and web-based paytech platform providing efficient, inclusive payment solutions, bridging financial access gaps for businesses and individuals across North Africa. It caters to users from small entrepreneurs to ...","Sustainability & Green Climate - Tech, Energy Management & Sustainability, Sustainable Systems - Carbon Fintech","KONNECT NETWORKS Sustainability & Green Climate - Tech, Energy Management & Sustainability, Sustainable Systems - Carbon Fintech Konnect is a mobile and web-based paytech platform providing efficient  inclusive payment solutions  bridging financial access gaps for businesses and individuals across North Africa. It caters to users from small entrepreneurs to ...",1
KONTA,"Stand No- 21F-19, Hall 21",Morocco,"KONTA is a FinTech startup revolutionizing supplier invoice management with our SaaS platform. Designed to enhance your financial performance, KONTA automates the entire process from receipt to settlement. Accessible from anywh ...","Cloud Services, Big Data & Analytics, Artificial Intelligence, Computer Vision, Natural Language Processing (NLP), Optical character recognition (OCR), Artificial Intelligence, Cloud Solutions, Structured Data, Unstructured Data","KONTA Cloud Services, Big Data & Analytics, Artificial Intelligence, Computer Vision, Natural Language Processing (NLP), Optical character recognition (OCR), Artificial Intelligence, Cloud Solutions, Structured Data, Unstructured Data KONTA is a FinTech startup revolutionizing supplier invoice management with our SaaS platform. Designed to enhance your financial performance  KONTA automates the entire process from receipt to settlement. Accessible from anywh ...",8
KSK DEVELOPMENTS SP. Z O O,"Stand No- 6D-40, Hall 6",Poland,"KSK Developments deals with the design, production and implementation of devices for the broadly understood Smart City project. These are devices for: - management of vehicular and pedestrian traffic at intelligent downtown inter ...","Smart Cities, Internet of Things (IOT), Connectivity Modules, Data Analytics, Industrial IoT (IIoT) & Connectivity, IoT Solutions, Sensors, Smart lighting, Architecture - Design & Planning, Efficient Lighting, Mobility & Transport, Safety & Security Solutions","KSK DEVELOPMENTS SP. Z O O Smart Cities, Internet of Things (IOT), Connectivity Modules, Data Analytics, Industrial IoT (IIoT) & Connectivity, IoT Solutions, Sensors, Smart lighting, Architecture - Design & Planning, Efficient Lighting, Mobility & Transport, Safety & Security Solutions KSK Developments deals with the design  production and implementation of devices for the broadly understood Smart City project. These are devices for: - management of vehicular and pedestrian traffic at intelligent downtown inter ...",7
KTI (DUBAI) TRADING LLC,"Stand No- 11A-6, Hall 11",United Arab Emirates,"The KTl predecessor was known as the ""HUAXING"" company,founded by the first generation 30 years ago. Innovation has beenwoven into the company's DNA since its foundation as a fami-ly-owned business.With decades of experience desig ...","Data Centres, Cyber security, Cloud Services, Big Data & Analytics, 5G & Telecommunications, Cabling, Communication Equipment, Data Centres, Telecommunication Integration & Equipment Services, Data Infrastructure","KTI (DUBAI) TRADING LLC Data Centres, Cyber security, Cloud Services, Big Data & Analytics, 5G & Telecommunications, Cabling, Communication Equipment, Data Centres, Telecommunication Integration & Equipment Services, Data Infrastructure The KTl predecessor was known as the ""HUAXING"" company founded by the first generation 30 years ago. Innovation has beenwoven into the company's DNA since its foundation as a fami-ly-owned business.With decades of experience desig ...",8
KUBICBITS,"Stand No- 21F-20, Hall 21",Morocco,"KubicBits, a Moroccan startup, introduces KubicFleet, a SaaS platform leveraging artificial intelligence to revolutionize fleet management. This innovative solution optimizes employee transportation by generating ideal routes and ...",,KUBICBITS  KubicBits  a   startup  introduces KubicFleet  a SaaS platform leveraging artificial intelligence to revolutionize fleet management. This innovative solution optimizes employee transportation by generating ideal routes and ...,7
KUNTO,"Stand No- 21C-21, 21C-22, Hall 21",France,"Kunto is a mobile app that offers sports and nutritional programs tailored to people with disabilities, illnesses, or able-bodied individuals. Kunto is a societal impact project that makes sports accessible to everyone. Kunto est ...","Software Services, Mobile Accessories & Peripherals, Media, Marketing & Advertising Tech, HealthTech, Artificial Intelligence, Chatbots / Virtual Assistant, Natural Language Processing (NLP), Healthcare IT, Other Business, Personalization","KUNTO Software Services, Mobile Accessories & Peripherals, Media, Marketing & Advertising Tech, HealthTech, Artificial Intelligence, Chatbots / Virtual Assistant, Natural Language Processing (NLP), Healthcare IT, Other Business, Personalization Kunto is a mobile app that offers sports and nutritional programs tailored to people with disabilities  illnesses  or able-bodied individuals. Kunto is a societal impact project that makes sports accessible to everyone. Kunto est ...",2
